Column 1,onwind,solar,state_id_fips,utc_datetime,demand_mwh,scaled_demand_mwh
2011/01/01 00:00:00,0.46,0,8,20110101T00,8329.4,7971.7
2011/01/01 01:00:00,0.43,0,8,20110101T01,8249.3,7894.9
2011/01/01 02:00:00,0.406,0,8,20110101T02,7971.8,7629.4
2011/01/01 03:00:00,0.38,0,8,20110101T03,7733.7,7401.5
2011/01/01 04:00:00,0.357,0,8,20110101T04,7460.6,7140.2
2011/01/01 05:00:00,0.337,0,8,20110101T05,7136.6,6830
2011/01/01 06:00:00,0.324,0,8,20110101T06,6902.5,6598.8
2011/01/01 07:00:00,0.321,0,8,20110101T07,7777.1,6482.4
2011/01/01 08:00:00,0.315,0,8,20110101T08,7571.4,6311
2011/01/01 09:00:00,0.309,0,8,20110101T09,7413.1,6179
2011/01/01 10:00:00,0.292,0,8,20110101T10,7320.7,6102
2011/01/01 11:00:00,0.249,0,8,20110101T11,7342,6119.8
2011/01/01 12:00:00,0.211,0,8,20110101T12,7417.4,6182.6
2011/01/01 13:00:00,0.197,0,8,20110101T13,7422,6186.5
2011/01/01 14:00:00,0.195,0,8,20110101T14,7430.9,6193.8
2011/01/01 15:00:00,0.209,0.042,8,20110101T15,7568.5,6308.5
2011/01/01 16:00:00,0.209,0.296,8,20110101T16,7775.3,6480.9
2011/01/01 17:00:00,0.175,0.526,8,20110101T17,7897.1,6582.5
2011/01/01 18:00:00,0.145,0.683,8,20110101T18,7913.5,6596.2
2011/01/01 19:00:00,0.135,0.749,8,20110101T19,7828.7,6525.5
2011/01/01 20:00:00,0.122,0.746,8,20110101T20,7715,6430.7
2011/01/01 21:00:00,0.113,0.698,8,20110101T21,7624.7,6355.4
2011/01/01 22:00:00,0.082,0.607,8,20110101T22,7679.4,6401
2011/01/01 23:00:00,0.094,0.485,8,20110101T23,8104.4,6755.3
2011/01/02 00:00:00,0.101,0.001,8,20110102T00,8962.4,7470.4
2011/01/02 01:00:00,0.105,0,8,20110102T01,9024.3,7522
2011/01/02 02:00:00,0.116,0,8,20110102T02,8896.8,7415.8
2011/01/02 03:00:00,0.133,0,8,20110102T03,8756.9,7299.1
2011/01/02 04:00:00,0.161,0,8,20110102T04,8485.6,7073
2011/01/02 05:00:00,0.19,0,8,20110102T05,8055.5,6714.5
2011/01/02 06:00:00,0.217,0,8,20110102T06,7681.2,6402.5
2011/01/02 07:00:00,0.256,0,8,20110102T07,7358.4,6133.5
2011/01/02 08:00:00,0.313,0,8,20110102T08,7278,6066.4
2011/01/02 09:00:00,0.375,0,8,20110102T09,7187.9,5991.3
2011/01/02 10:00:00,0.378,0,8,20110102T10,7174.7,5980.3
2011/01/02 11:00:00,0.382,0,8,20110102T11,7180.5,5985.2
2011/01/02 12:00:00,0.394,0,8,20110102T12,7173.5,5979.4
2011/01/02 13:00:00,0.418,0,8,20110102T13,7361,6135.6
2011/01/02 14:00:00,0.408,0,8,20110102T14,7469.1,6225.7
2011/01/02 15:00:00,0.384,0.044,8,20110102T15,7680,6401.5
2011/01/02 16:00:00,0.343,0.309,8,20110102T16,7798.1,6500
2011/01/02 17:00:00,0.287,0.547,8,20110102T17,7795.8,6498
2011/01/02 18:00:00,0.228,0.693,8,20110102T18,7785.2,6489.2
2011/01/02 19:00:00,0.177,0.773,8,20110102T19,7698.4,6416.9
2011/01/02 20:00:00,0.135,0.79,8,20110102T20,7524.4,6271.8
2011/01/02 21:00:00,0.109,0.739,8,20110102T21,7434.4,6196.8
2011/01/02 22:00:00,0.066,0.63,8,20110102T22,7448.3,6208.4
2011/01/02 23:00:00,0.087,0.477,8,20110102T23,7867.7,6558
2011/01/03 00:00:00,0.101,0.001,8,20110103T00,8757,7299.2
2011/01/03 01:00:00,0.109,0,8,20110103T01,8884.7,7405.7
2011/01/03 02:00:00,0.107,0,8,20110103T02,8768.6,7308.9
2011/01/03 03:00:00,0.104,0,8,20110103T03,8566.2,7140.2
2011/01/03 04:00:00,0.105,0,8,20110103T04,8188.9,6825.7
2011/01/03 05:00:00,0.112,0,8,20110103T05,7586.5,6323.6
2011/01/03 06:00:00,0.113,0,8,20110103T06,7238.6,6033.6
2011/01/03 07:00:00,0.103,0,8,20110103T07,6929.2,5775.7
2011/01/03 08:00:00,0.093,0,8,20110103T08,6838.2,5699.8
2011/01/03 09:00:00,0.089,0,8,20110103T09,6839.8,5701.2
2011/01/03 10:00:00,0.107,0,8,20110103T10,6899.3,5750.8
2011/01/03 11:00:00,0.107,0,8,20110103T11,7017,5848.9
2011/01/03 12:00:00,0.116,0,8,20110103T12,7329.1,6109
2011/01/03 13:00:00,0.131,0,8,20110103T13,7818.6,6517
2011/01/03 14:00:00,0.144,0,8,20110103T14,8138,6783.3
2011/01/03 15:00:00,0.15,0.033,8,20110103T15,8188.7,6825.5
2011/01/03 16:00:00,0.123,0.273,8,20110103T16,8223.6,6854.6
2011/01/03 17:00:00,0.09,0.501,8,20110103T17,8211.1,6844.2
2011/01/03 18:00:00,0.082,0.666,8,20110103T18,8164.8,6805.6
2011/01/03 19:00:00,0.102,0.733,8,20110103T19,8074.6,6730.5
2011/01/03 20:00:00,0.122,0.752,8,20110103T20,8005.5,6672.8
2011/01/03 21:00:00,0.142,0.706,8,20110103T21,7909.4,6592.7
2011/01/03 22:00:00,0.193,0.62,8,20110103T22,7977,6649.1
2011/01/03 23:00:00,0.201,0.495,8,20110103T23,8340.6,6952.1
2011/01/04 00:00:00,0.204,0.004,8,20110104T00,9178.7,7650.7
2011/01/04 01:00:00,0.158,0,8,20110104T01,9257.7,7716.6
2011/01/04 02:00:00,0.105,0,8,20110104T02,9093.2,7579.4
2011/01/04 03:00:00,0.076,0,8,20110104T03,8911.9,7428.3
2011/01/04 04:00:00,0.062,0,8,20110104T04,8474.9,7064.1
2011/01/04 05:00:00,0.073,0,8,20110104T05,7824.5,6522
2011/01/04 06:00:00,0.102,0,8,20110104T06,7411.6,6177.8
2011/01/04 07:00:00,0.132,0,8,20110104T07,7155.9,5964.6
2011/01/04 08:00:00,0.162,0,8,20110104T08,7074.9,5897.1
2011/01/04 09:00:00,0.187,0,8,20110104T09,6976.2,5814.8
2011/01/04 10:00:00,0.24,0,8,20110104T10,7043.1,5870.6
2011/01/04 11:00:00,0.247,0,8,20110104T11,7252.8,6045.4
2011/01/04 12:00:00,0.256,0,8,20110104T12,7579,6317.4
2011/01/04 13:00:00,0.261,0,8,20110104T13,8171,6810.8
2011/01/04 14:00:00,0.273,0,8,20110104T14,8403.2,7004.3
2011/01/04 15:00:00,0.266,0.04,8,20110104T15,8394.5,6997.1
2011/01/04 16:00:00,0.202,0.284,8,20110104T16,8367.3,6974.4
2011/01/04 17:00:00,0.132,0.496,8,20110104T17,8286.9,6907.4
2011/01/04 18:00:00,0.102,0.647,8,20110104T18,8176.2,6815.1
2011/01/04 19:00:00,0.091,0.695,8,20110104T19,8075,6730.7
2011/01/04 20:00:00,0.083,0.694,8,20110104T20,7982.9,6653.9
2011/01/04 21:00:00,0.084,0.652,8,20110104T21,7898.6,6583.7
2011/01/04 22:00:00,0.054,0.547,8,20110104T22,7917.2,6599.2
2011/01/04 23:00:00,0.071,0.432,8,20110104T23,8294.6,6913.8
2011/01/05 00:00:00,0.087,0.008,8,20110105T00,9125.6,7606.5
2011/01/05 01:00:00,0.092,0,8,20110105T01,9196.1,7665.2
2011/01/05 02:00:00,0.089,0,8,20110105T02,9025.2,7522.8
2011/01/05 03:00:00,0.098,0,8,20110105T03,8793.1,7329.3
2011/01/05 04:00:00,0.113,0,8,20110105T04,8334.8,6947.3
2011/01/05 05:00:00,0.135,0,8,20110105T05,7732.6,6445.3
2011/01/05 06:00:00,0.17,0,8,20110105T06,7282,6069.7
2011/01/05 07:00:00,0.213,0,8,20110105T07,7082,5903.1
2011/01/05 08:00:00,0.264,0,8,20110105T08,6928.2,5774.8
2011/01/05 09:00:00,0.312,0,8,20110105T09,6861.8,5719.5
2011/01/05 10:00:00,0.313,0,8,20110105T10,6802.1,5669.8
2011/01/05 11:00:00,0.306,0,8,20110105T11,6975.5,5814.3
2011/01/05 12:00:00,0.321,0,8,20110105T12,7276,6064.8
2011/01/05 13:00:00,0.338,0,8,20110105T13,7890.9,6577.3
2011/01/05 14:00:00,0.337,0,8,20110105T14,8136.8,6782.3
2011/01/05 15:00:00,0.362,0.038,8,20110105T15,8035.8,6698.1
2011/01/05 16:00:00,0.325,0.267,8,20110105T16,8058,6716.6
2011/01/05 17:00:00,0.245,0.477,8,20110105T17,8117.8,6766.4
2011/01/05 18:00:00,0.211,0.607,8,20110105T18,7975.2,6647.6
2011/01/05 19:00:00,0.216,0.667,8,20110105T19,7931.1,6610.8
2011/01/05 20:00:00,0.222,0.644,8,20110105T20,7924.2,6605
2011/01/05 21:00:00,0.213,0.601,8,20110105T21,7886.8,6573.9
2011/01/05 22:00:00,0.245,0.506,8,20110105T22,7869.8,6559.7
2011/01/05 23:00:00,0.278,0.398,8,20110105T23,8153.5,6796.2
2011/01/06 00:00:00,0.296,0.013,8,20110106T00,8927,7440.9
2011/01/06 01:00:00,0.302,0,8,20110106T01,8986.7,7490.7
2011/01/06 02:00:00,0.301,0,8,20110106T02,8809.3,7342.8
2011/01/06 03:00:00,0.305,0,8,20110106T03,8578.1,7150.1
2011/01/06 04:00:00,0.302,0,8,20110106T04,8123.4,6771.1
2011/01/06 05:00:00,0.296,0,8,20110106T05,7517.7,6266.2
2011/01/06 06:00:00,0.308,0,8,20110106T06,7175.6,5981
2011/01/06 07:00:00,0.318,0,8,20110106T07,6926.1,5773.1
2011/01/06 08:00:00,0.321,0,8,20110106T08,6771.1,5643.9
2011/01/06 09:00:00,0.33,0,8,20110106T09,6754.4,5630
2011/01/06 10:00:00,0.317,0,8,20110106T10,6758.2,5633.2
2011/01/06 11:00:00,0.312,0,8,20110106T11,6905.2,5755.7
2011/01/06 12:00:00,0.355,0,8,20110106T12,7222.5,6020.2
2011/01/06 13:00:00,0.422,0,8,20110106T13,7847,6540.7
2011/01/06 14:00:00,0.467,0,8,20110106T14,8117.6,6766.3
2011/01/06 15:00:00,0.474,0.039,8,20110106T15,8051.9,6711.5
2011/01/06 16:00:00,0.428,0.29,8,20110106T16,7988.5,6658.7
2011/01/06 17:00:00,0.318,0.517,8,20110106T17,7911.9,6594.8
2011/01/06 18:00:00,0.28,0.659,8,20110106T18,7863.8,6554.7
2011/01/06 19:00:00,0.286,0.731,8,20110106T19,7664.9,6388.9
2011/01/06 20:00:00,0.286,0.748,8,20110106T20,7570.9,6310.6
2011/01/06 21:00:00,0.264,0.704,8,20110106T21,7578.6,6317
2011/01/06 22:00:00,0.294,0.615,8,20110106T22,7501.1,6252.4
2011/01/06 23:00:00,0.26,0.486,8,20110106T23,7749.5,6459.5
2011/01/07 00:00:00,0.258,0.02,8,20110107T00,8545.8,7123.2
2011/01/07 01:00:00,0.297,0,8,20110107T01,8608.3,7175.2
2011/01/07 02:00:00,0.383,0,8,20110107T02,8459.1,7050.9
2011/01/07 03:00:00,0.453,0,8,20110107T03,8291.6,6911.3
2011/01/07 04:00:00,0.486,0,8,20110107T04,7874.1,6563.3
2011/01/07 05:00:00,0.49,0,8,20110107T05,7299,6084
2011/01/07 06:00:00,0.49,0,8,20110107T06,6872.6,5728.5
2011/01/07 07:00:00,0.494,0,8,20110107T07,6653.4,5545.8
2011/01/07 08:00:00,0.516,0,8,20110107T08,6470.3,5393.2
2011/01/07 09:00:00,0.518,0,8,20110107T09,6407.2,5340.6
2011/01/07 10:00:00,0.506,0,8,20110107T10,6468.5,5391.7
2011/01/07 11:00:00,0.508,0,8,20110107T11,6573.7,5479.4
2011/01/07 12:00:00,0.517,0,8,20110107T12,6909.8,5759.5
2011/01/07 13:00:00,0.528,0,8,20110107T13,7496.2,6248.3
2011/01/07 14:00:00,0.509,0,8,20110107T14,7823.5,6521.1
2011/01/07 15:00:00,0.454,0.034,8,20110107T15,7799,6500.7
2011/01/07 16:00:00,0.371,0.271,8,20110107T16,7775.3,6481
2011/01/07 17:00:00,0.349,0.491,8,20110107T17,7785.2,6489.2
2011/01/07 18:00:00,0.364,0.638,8,20110107T18,7720.8,6435.6
2011/01/07 19:00:00,0.366,0.698,8,20110107T19,7586,6323.1
2011/01/07 20:00:00,0.337,0.718,8,20110107T20,7489.9,6243
2011/01/07 21:00:00,0.286,0.676,8,20110107T21,7416.1,6181.5
2011/01/07 22:00:00,0.291,0.602,8,20110107T22,7400.6,6168.7
2011/01/07 23:00:00,0.196,0.473,8,20110107T23,7680.8,6402.1
2011/01/08 00:00:00,0.15,0.03,8,20110108T00,8365.6,6973
2011/01/08 01:00:00,0.11,0,8,20110108T01,8380.7,6985.6
2011/01/08 02:00:00,0.091,0,8,20110108T02,8265.6,6889.7
2011/01/08 03:00:00,0.083,0,8,20110108T03,8113.5,6762.9
2011/01/08 04:00:00,0.081,0,8,20110108T04,7781.7,6486.3
2011/01/08 05:00:00,0.092,0,8,20110108T05,7242.6,6036.9
2011/01/08 06:00:00,0.123,0,8,20110108T06,6892.7,5745.2
2011/01/08 07:00:00,0.169,0,8,20110108T07,6731.3,5610.8
2011/01/08 08:00:00,0.224,0,8,20110108T08,6590.2,5493.1
2011/01/08 09:00:00,0.286,0,8,20110108T09,6482.1,5403
2011/01/08 10:00:00,0.313,0,8,20110108T10,6491.3,5410.7
2011/01/08 11:00:00,0.31,0,8,20110108T11,6535.9,5447.9
2011/01/08 12:00:00,0.288,0,8,20110108T12,6623.7,5521
2011/01/08 13:00:00,0.25,0,8,20110108T13,6858.4,5716.7
2011/01/08 14:00:00,0.217,0,8,20110108T14,7010.1,5843.1
2011/01/08 15:00:00,0.173,0.038,8,20110108T15,7205.7,6006.2
2011/01/08 16:00:00,0.113,0.277,8,20110108T16,7327.8,6108
2011/01/08 17:00:00,0.095,0.495,8,20110108T17,7337.6,6116.1
2011/01/08 18:00:00,0.093,0.637,8,20110108T18,7338.3,6116.7
2011/01/08 19:00:00,0.098,0.7,8,20110108T19,7225.6,6022.8
2011/01/08 20:00:00,0.107,0.702,8,20110108T20,7131.9,5944.7
2011/01/08 21:00:00,0.123,0.63,8,20110108T21,7094.1,5913.1
2011/01/08 22:00:00,0.162,0.526,8,20110108T22,7172.7,5978.7
2011/01/08 23:00:00,0.187,0.378,8,20110108T23,7553.9,6296.4
2011/01/09 00:00:00,0.274,0.037,8,20110109T00,8183.4,6821.1
2011/01/09 01:00:00,0.34,0,8,20110109T01,8187,6824.1
2011/01/09 02:00:00,0.357,0,8,20110109T02,8036.2,6698.4
2011/01/09 03:00:00,0.368,0,8,20110109T03,7855.2,6547.5
2011/01/09 04:00:00,0.353,0,8,20110109T04,7633.8,6363
2011/01/09 05:00:00,0.314,0,8,20110109T05,7191.5,5994.4
2011/01/09 06:00:00,0.258,0,8,20110109T06,6869.9,5726.3
2011/01/09 07:00:00,0.214,0,8,20110109T07,6660,5551.3
2011/01/09 08:00:00,0.181,0,8,20110109T08,6496.3,5414.9
2011/01/09 09:00:00,0.154,0,8,20110109T09,6415.4,5347.4
2011/01/09 10:00:00,0.136,0,8,20110109T10,6342,5286.2
2011/01/09 11:00:00,0.138,0,8,20110109T11,6365.9,5306.2
2011/01/09 12:00:00,0.163,0,8,20110109T12,6514.6,5430.1
2011/01/09 13:00:00,0.188,0,8,20110109T13,6674.5,5563.4
2011/01/09 14:00:00,0.195,0,8,20110109T14,6921,5768.8
2011/01/09 15:00:00,0.188,0.017,8,20110109T15,7236.6,6031.9
2011/01/09 16:00:00,0.147,0.142,8,20110109T16,7527.3,6274.2
2011/01/09 17:00:00,0.12,0.279,8,20110109T17,7742.2,6453.4
2011/01/09 18:00:00,0.099,0.402,8,20110109T18,7882.3,6570.1
2011/01/09 19:00:00,0.097,0.445,8,20110109T19,7947.8,6624.7
2011/01/09 20:00:00,0.121,0.446,8,20110109T20,7949.6,6626.3
2011/01/09 21:00:00,0.161,0.407,8,20110109T21,7958.8,6633.9
2011/01/09 22:00:00,0.181,0.351,8,20110109T22,8048.4,6708.6
2011/01/09 23:00:00,0.194,0.254,8,20110109T23,8430.3,7026.9
2011/01/10 00:00:00,0.232,0.024,8,20110110T00,9128.9,7609.2
2011/01/10 01:00:00,0.262,0,8,20110110T01,9174.4,7647.1
2011/01/10 02:00:00,0.267,0,8,20110110T02,8939,7450.9
2011/01/10 03:00:00,0.3,0,8,20110110T03,8652.5,7212.2
2011/01/10 04:00:00,0.273,0,8,20110110T04,8276.4,6898.7
2011/01/10 05:00:00,0.246,0,8,20110110T05,7701.4,6419.3
2011/01/10 06:00:00,0.276,0,8,20110110T06,7343,6120.6
2011/01/10 07:00:00,0.322,0,8,20110110T07,7124.5,5938.4
2011/01/10 08:00:00,0.353,0,8,20110110T08,7060.4,5885.1
2011/01/10 09:00:00,0.368,0,8,20110110T09,6950,5793
2011/01/10 10:00:00,0.487,0,8,20110110T10,7013.9,5846.3
2011/01/10 11:00:00,0.421,0,8,20110110T11,7229,6025.6
2011/01/10 12:00:00,0.368,0,8,20110110T12,7604.9,6338.9
2011/01/10 13:00:00,0.344,0,8,20110110T13,8216.1,6848.4
2011/01/10 14:00:00,0.351,0,8,20110110T14,8545.3,7122.8
2011/01/10 15:00:00,0.373,0.013,8,20110110T15,8640.6,7202.2
2011/01/10 16:00:00,0.377,0.168,8,20110110T16,8681.6,7236.3
2011/01/10 17:00:00,0.359,0.354,8,20110110T17,8680.7,7235.6
2011/01/10 18:00:00,0.35,0.497,8,20110110T18,8618.8,7184
2011/01/10 19:00:00,0.339,0.707,8,20110110T19,8479.9,7068.2
2011/01/10 20:00:00,0.346,0.723,8,20110110T20,8481.9,7069.9
2011/01/10 21:00:00,0.33,0.662,8,20110110T21,8441.2,7036
2011/01/10 22:00:00,0.29,0.564,8,20110110T22,8479.4,7067.9
2011/01/10 23:00:00,0.225,0.45,8,20110110T23,8829.6,7359.8
2011/01/11 00:00:00,0.156,0.075,8,20110111T00,9635.7,8031.6
2011/01/11 01:00:00,0.122,0,8,20110111T01,9699.9,8085.2
2011/01/11 02:00:00,0.092,0,8,20110111T02,9580.7,7985.8
2011/01/11 03:00:00,0.067,0,8,20110111T03,9357.8,7800
2011/01/11 04:00:00,0.064,0,8,20110111T04,8920.7,7435.7
2011/01/11 05:00:00,0.079,0,8,20110111T05,8297.1,6915.9
2011/01/11 06:00:00,0.099,0,8,20110111T06,7863.4,6554.4
2011/01/11 07:00:00,0.119,0,8,20110111T07,7635.3,6364.3
2011/01/11 08:00:00,0.145,0,8,20110111T08,7523.6,6271.1
2011/01/11 09:00:00,0.17,0,8,20110111T09,7459.7,6217.9
2011/01/11 10:00:00,0.246,0,8,20110111T10,7544.9,6288.9
2011/01/11 11:00:00,0.233,0,8,20110111T11,7684.2,6405
2011/01/11 12:00:00,0.223,0,8,20110111T12,7983.6,6654.6
2011/01/11 13:00:00,0.218,0,8,20110111T13,8588,7158.3
2011/01/11 14:00:00,0.21,0,8,20110111T14,8889.4,7409.6
2011/01/11 15:00:00,0.193,0.048,8,20110111T15,8830,7360.1
2011/01/11 16:00:00,0.127,0.323,8,20110111T16,8795,7330.9
2011/01/11 17:00:00,0.07,0.567,8,20110111T17,8709.4,7259.5
2011/01/11 18:00:00,0.059,0.727,8,20110111T18,8629.8,7193.2
2011/01/11 19:00:00,0.061,0.807,8,20110111T19,8537.2,7116
2011/01/11 20:00:00,0.055,0.805,8,20110111T20,8469.3,7059.4
2011/01/11 21:00:00,0.046,0.721,8,20110111T21,8407.8,7008.2
2011/01/11 22:00:00,0.05,0.579,8,20110111T22,8504,7088.4
2011/01/11 23:00:00,0.076,0.375,8,20110111T23,8855,7380.9
2011/01/12 00:00:00,0.118,0.009,8,20110112T00,9593.9,7996.8
2011/01/12 01:00:00,0.154,0,8,20110112T01,9663.2,8054.5
2011/01/12 02:00:00,0.16,0,8,20110112T02,9548.1,7958.7
2011/01/12 03:00:00,0.154,0,8,20110112T03,9358.3,7800.4
2011/01/12 04:00:00,0.142,0,8,20110112T04,8908.8,7425.7
2011/01/12 05:00:00,0.127,0,8,20110112T05,8273,6895.8
2011/01/12 06:00:00,0.117,0,8,20110112T06,7870,6559.9
2011/01/12 07:00:00,0.105,0,8,20110112T07,7677.7,6399.6
2011/01/12 08:00:00,0.092,0,8,20110112T08,7522.7,6270.4
2011/01/12 09:00:00,0.095,0,8,20110112T09,7459.2,6217.5
2011/01/12 10:00:00,0.112,0,8,20110112T10,7459.1,6217.4
2011/01/12 11:00:00,0.135,0,8,20110112T11,7555.6,6297.8
2011/01/12 12:00:00,0.153,0,8,20110112T12,7924.6,6605.4
2011/01/12 13:00:00,0.164,0,8,20110112T13,8572.1,7145.1
2011/01/12 14:00:00,0.181,0,8,20110112T14,8872.2,7395.3
2011/01/12 15:00:00,0.198,0.037,8,20110112T15,8823.3,7354.5
2011/01/12 16:00:00,0.177,0.278,8,20110112T16,8846.1,7373.5
2011/01/12 17:00:00,0.164,0.519,8,20110112T17,8747.1,7291
2011/01/12 18:00:00,0.16,0.679,8,20110112T18,8610.8,7177.4
2011/01/12 19:00:00,0.152,0.777,8,20110112T19,8445.3,7039.4
2011/01/12 20:00:00,0.144,0.795,8,20110112T20,8308.5,6925.4
2011/01/12 21:00:00,0.15,0.749,8,20110112T21,8187,6824.1
2011/01/12 22:00:00,0.225,0.655,8,20110112T22,8240.1,6868.3
2011/01/12 23:00:00,0.302,0.512,8,20110112T23,8557.9,7133.3
2011/01/13 00:00:00,0.404,0.106,8,20110113T00,9314.9,7764.2
2011/01/13 01:00:00,0.453,0,8,20110113T01,9363.2,7804.5
2011/01/13 02:00:00,0.455,0,8,20110113T02,9203.5,7671.4
2011/01/13 03:00:00,0.431,0,8,20110113T03,8912.2,7428.6
2011/01/13 04:00:00,0.412,0,8,20110113T04,8486.2,7073.5
2011/01/13 05:00:00,0.406,0,8,20110113T05,7829,6525.7
2011/01/13 06:00:00,0.384,0,8,20110113T06,7390.2,6160
2011/01/13 07:00:00,0.361,0,8,20110113T07,7136.3,5948.3
2011/01/13 08:00:00,0.338,0,8,20110113T08,6961.4,5802.5
2011/01/13 09:00:00,0.318,0,8,20110113T09,6887.1,5740.6
2011/01/13 10:00:00,0.301,0,8,20110113T10,6931,5777.2
2011/01/13 11:00:00,0.291,0,8,20110113T11,7056.5,5881.8
2011/01/13 12:00:00,0.308,0,8,20110113T12,7372.1,6144.9
2011/01/13 13:00:00,0.3,0,8,20110113T13,7993.1,6662.5
2011/01/13 14:00:00,0.304,0,8,20110113T14,8277.3,6899.4
2011/01/13 15:00:00,0.324,0.035,8,20110113T15,8213,6845.8
2011/01/13 16:00:00,0.305,0.258,8,20110113T16,8094.2,6746.8
2011/01/13 17:00:00,0.225,0.484,8,20110113T17,8017.9,6683.2
2011/01/13 18:00:00,0.15,0.631,8,20110113T18,7882.5,6570.3
2011/01/13 19:00:00,0.108,0.717,8,20110113T19,7804.4,6505.2
2011/01/13 20:00:00,0.082,0.729,8,20110113T20,7745.5,6456.1
2011/01/13 21:00:00,0.055,0.683,8,20110113T21,7639.2,6367.5
2011/01/13 22:00:00,0.033,0.6,8,20110113T22,7601.9,6336.4
2011/01/13 23:00:00,0.034,0.47,8,20110113T23,7853.5,6546.1
2011/01/14 00:00:00,0.052,0.106,8,20110114T00,8558.1,7133.4
2011/01/14 01:00:00,0.093,0,8,20110114T01,8625.7,7189.8
2011/01/14 02:00:00,0.169,0,8,20110114T02,8492,7078.4
2011/01/14 03:00:00,0.253,0,8,20110114T03,8290.4,6910.3
2011/01/14 04:00:00,0.337,0,8,20110114T04,7898,6583.2
2011/01/14 05:00:00,0.416,0,8,20110114T05,7291.2,6077.5
2011/01/14 06:00:00,0.461,0,8,20110114T06,6855.8,5714.5
2011/01/14 07:00:00,0.459,0,8,20110114T07,6683.3,5570.7
2011/01/14 08:00:00,0.431,0,8,20110114T08,6542.9,5453.7
2011/01/14 09:00:00,0.362,0,8,20110114T09,6461.1,5385.5
2011/01/14 10:00:00,0.242,0,8,20110114T10,6507.5,5424.2
2011/01/14 11:00:00,0.189,0,8,20110114T11,6657.9,5549.6
2011/01/14 12:00:00,0.174,0,8,20110114T12,7003.2,5837.3
2011/01/14 13:00:00,0.172,0,8,20110114T13,7585.1,6322.4
2011/01/14 14:00:00,0.193,0,8,20110114T14,7927.7,6608
2011/01/14 15:00:00,0.227,0.012,8,20110114T15,7920.7,6602.1
2011/01/14 16:00:00,0.238,0.151,8,20110114T16,7895.6,6581.2
2011/01/14 17:00:00,0.18,0.371,8,20110114T17,7874.2,6563.4
2011/01/14 18:00:00,0.136,0.546,8,20110114T18,7733.7,6446.2
2011/01/14 19:00:00,0.133,0.64,8,20110114T19,7671,6394
2011/01/14 20:00:00,0.136,0.674,8,20110114T20,7609.3,6342.6
2011/01/14 21:00:00,0.137,0.643,8,20110114T21,7512.2,6261.6
2011/01/14 22:00:00,0.117,0.578,8,20110114T22,7512.1,6261.6
2011/01/14 23:00:00,0.095,0.459,8,20110114T23,7670.2,6393.4
2011/01/15 00:00:00,0.093,0.139,8,20110115T00,8328.9,6942.4
2011/01/15 01:00:00,0.097,0,8,20110115T01,8368.9,6975.7
2011/01/15 02:00:00,0.11,0,8,20110115T02,8230.6,6860.5
2011/01/15 03:00:00,0.131,0,8,20110115T03,8052.8,6712.2
2011/01/15 04:00:00,0.156,0,8,20110115T04,7756,6464.9
2011/01/15 05:00:00,0.17,0,8,20110115T05,7283.2,6070.8
2011/01/15 06:00:00,0.186,0,8,20110115T06,6956.2,5798.2
2011/01/15 07:00:00,0.21,0,8,20110115T07,6762.5,5636.7
2011/01/15 08:00:00,0.218,0,8,20110115T08,6599.7,5501
2011/01/15 09:00:00,0.233,0,8,20110115T09,6531.5,5444.2
2011/01/15 10:00:00,0.211,0,8,20110115T10,6528.8,5442
2011/01/15 11:00:00,0.175,0,8,20110115T11,6637.9,5532.9
2011/01/15 12:00:00,0.157,0,8,20110115T12,6709.6,5592.7
2011/01/15 13:00:00,0.158,0,8,20110115T13,6887.8,5741.2
2011/01/15 14:00:00,0.16,0,8,20110115T14,7131.1,5944
2011/01/15 15:00:00,0.157,0.035,8,20110115T15,7412.8,6178.8
2011/01/15 16:00:00,0.133,0.237,8,20110115T16,7585.2,6322.5
2011/01/15 17:00:00,0.073,0.415,8,20110115T17,7580.9,6318.9
2011/01/15 18:00:00,0.057,0.512,8,20110115T18,7578.8,6317.2
2011/01/15 19:00:00,0.063,0.583,8,20110115T19,7490.6,6243.6
2011/01/15 20:00:00,0.06,0.587,8,20110115T20,7424.7,6188.7
2011/01/15 21:00:00,0.05,0.531,8,20110115T21,7347.3,6124.2
2011/01/15 22:00:00,0.051,0.459,8,20110115T22,7358.1,6133.2
2011/01/15 23:00:00,0.052,0.33,8,20110115T23,7547.6,6291.2
2011/01/16 00:00:00,0.059,0.15,8,20110116T00,8185.7,6823
2011/01/16 01:00:00,0.076,0,8,20110116T01,8292.8,6912.3
2011/01/16 02:00:00,0.097,0,8,20110116T02,8125.9,6773.2
2011/01/16 03:00:00,0.114,0,8,20110116T03,7967.3,6641
2011/01/16 04:00:00,0.126,0,8,20110116T04,7637.1,6365.7
2011/01/16 05:00:00,0.129,0,8,20110116T05,7240.3,6035
2011/01/16 06:00:00,0.124,0,8,20110116T06,6935,5780.5
2011/01/16 07:00:00,0.13,0,8,20110116T07,6724.8,5605.3
2011/01/16 08:00:00,0.128,0,8,20110116T08,6571.7,5477.7
2011/01/16 09:00:00,0.109,0,8,20110116T09,6489.3,5409
2011/01/16 10:00:00,0.051,0,8,20110116T10,6497.6,5415.9
2011/01/16 11:00:00,0.056,0,8,20110116T11,6545.5,5455.8
2011/01/16 12:00:00,0.07,0,8,20110116T12,6589.6,5492.6
