Column 1,onwind,solar,state_id_fips,utc_datetime,Year,demand_mwh,scaled_demand_mwh
2011-01-01T00:00:00,0.135,0.247,6,20110101T00,2011,47128.8,30372.7
2011-01-01T01:00:00,0.15,0,6,20110101T01,2011,52522.3,33848.6
2011-01-01T02:00:00,0.164,0,6,20110101T02,2011,52212,33648.7
2011-01-01T03:00:00,0.171,0,6,20110101T03,2011,50350,32448.7
2011-01-01T04:00:00,0.175,0,6,20110101T04,2011,48459,31230
2011-01-01T05:00:00,0.185,0,6,20110101T05,2011,46464.5,29944.7
2011-01-01T06:00:00,0.192,0,6,20110101T06,2011,44466.3,28656.9
2011-01-01T07:00:00,0.197,0,6,20110101T07,2011,41977.4,27121.3
2011-01-01T08:00:00,0.204,0,6,20110101T08,2011,30949.7,26412.6
2011-01-01T09:00:00,0.21,0,6,20110101T09,2011,29583.3,25246.5
2011-01-01T10:00:00,0.204,0,6,20110101T10,2011,28544.5,24360
2011-01-01T11:00:00,0.209,0,6,20110101T11,2011,27928.3,23834.1
2011-01-01T12:00:00,0.212,0,6,20110101T12,2011,27701.9,23641
2011-01-01T13:00:00,0.214,0,6,20110101T13,2011,27832.5,23752.4
2011-01-01T14:00:00,0.222,0,6,20110101T14,2011,28459.4,24287.4
2011-01-01T15:00:00,0.229,0,6,20110101T15,2011,28792.6,24571.8
2011-01-01T16:00:00,0.234,0.047,6,20110101T16,2011,29748.1,25387.2
2011-01-01T17:00:00,0.236,0.176,6,20110101T17,2011,30704.2,26203.1
2011-01-01T18:00:00,0.232,0.301,6,20110101T18,2011,31556.8,26930.7
2011-01-01T19:00:00,0.224,0.377,6,20110101T19,2011,31779.9,27121.1
2011-01-01T20:00:00,0.223,0.433,6,20110101T20,2011,31692.9,27046.8
2011-01-01T21:00:00,0.222,0.433,6,20110101T21,2011,31397.5,26794.8
2011-01-01T22:00:00,0.231,0.366,6,20110101T22,2011,31039.4,26489.2
2011-01-01T23:00:00,0.234,0.274,6,20110101T23,2011,31010,26464.1
2011-01-02T00:00:00,0.237,0.163,6,20110102T00,2011,32337.5,27596.9
2011-01-02T01:00:00,0.241,0,6,20110102T01,2011,36496.2,31146
2011-01-02T02:00:00,0.242,0,6,20110102T02,2011,37228.6,31771
2011-01-02T03:00:00,0.25,0,6,20110102T03,2011,36770.2,31379.8
2011-01-02T04:00:00,0.266,0,6,20110102T04,2011,36027.7,30746.2
2011-01-02T05:00:00,0.276,0,6,20110102T05,2011,34838.2,29731.1
2011-01-02T06:00:00,0.286,0,6,20110102T06,2011,33012.8,28173.2
2011-01-02T07:00:00,0.293,0,6,20110102T07,2011,30808,26291.7
2011-01-02T08:00:00,0.292,0,6,20110102T08,2011,28866.2,24634.6
2011-01-02T09:00:00,0.292,0,6,20110102T09,2011,27513.2,23479.9
2011-01-02T10:00:00,0.268,0,6,20110102T10,2011,27031.2,23068.5
2011-01-02T11:00:00,0.276,0,6,20110102T11,2011,26783.2,22856.9
2011-01-02T12:00:00,0.279,0,6,20110102T12,2011,26861.4,22923.7
2011-01-02T13:00:00,0.277,0,6,20110102T13,2011,27399.9,23383.2
2011-01-02T14:00:00,0.268,0,6,20110102T14,2011,28406.4,24242.1
2011-01-02T15:00:00,0.257,0,6,20110102T15,2011,29134.4,24863.4
2011-01-02T16:00:00,0.241,0.033,6,20110102T16,2011,30592.7,26108
2011-01-02T17:00:00,0.217,0.133,6,20110102T17,2011,31959.2,27274.1
2011-01-02T18:00:00,0.196,0.234,6,20110102T18,2011,32932.7,28104.9
2011-01-02T19:00:00,0.17,0.314,6,20110102T19,2011,33167,28304.9
2011-01-02T20:00:00,0.136,0.326,6,20110102T20,2011,33219.2,28349.4
2011-01-02T21:00:00,0.113,0.304,6,20110102T21,2011,33281.3,28402.4
2011-01-02T22:00:00,0.096,0.29,6,20110102T22,2011,33428,28527.6
2011-01-02T23:00:00,0.098,0.237,6,20110102T23,2011,33903.7,28933.5
2011-01-03T00:00:00,0.093,0.153,6,20110103T00,2011,35481.7,30280.3
2011-01-03T01:00:00,0.092,0,6,20110103T01,2011,38975.6,33262
2011-01-03T02:00:00,0.082,0,6,20110103T02,2011,39529,33734.2
2011-01-03T03:00:00,0.072,0,6,20110103T03,2011,38967.9,33255.4
2011-01-03T04:00:00,0.063,0,6,20110103T04,2011,37825.8,32280.7
2011-01-03T05:00:00,0.063,0,6,20110103T05,2011,35951,30680.7
2011-01-03T06:00:00,0.054,0,6,20110103T06,2011,33498.2,28587.5
2011-01-03T07:00:00,0.044,0,6,20110103T07,2011,30687.1,26188.5
2011-01-03T08:00:00,0.038,0,6,20110103T08,2011,28669.4,24466.6
2011-01-03T09:00:00,0.034,0,6,20110103T09,2011,27792.4,23718.1
2011-01-03T10:00:00,0.038,0,6,20110103T10,2011,27185.5,23200.2
2011-01-03T11:00:00,0.033,0,6,20110103T11,2011,27065.8,23098
2011-01-03T12:00:00,0.032,0,6,20110103T12,2011,27796.8,23721.9
2011-01-03T13:00:00,0.031,0,6,20110103T13,2011,29819.8,25448.3
2011-01-03T14:00:00,0.03,0,6,20110103T14,2011,32812.1,28002
2011-01-03T15:00:00,0.03,0,6,20110103T15,2011,35049.2,29911.2
2011-01-03T16:00:00,0.029,0.035,6,20110103T16,2011,36147.2,30848.2
2011-01-03T17:00:00,0.023,0.194,6,20110103T17,2011,36895.1,31486.5
2011-01-03T18:00:00,0.018,0.38,6,20110103T18,2011,37452.7,31962.3
2011-01-03T19:00:00,0.019,0.503,6,20110103T19,2011,37373.4,31894.6
2011-01-03T20:00:00,0.019,0.582,6,20110103T20,2011,36957.4,31539.6
2011-01-03T21:00:00,0.019,0.575,6,20110103T21,2011,36489.3,31140.1
2011-01-03T22:00:00,0.017,0.53,6,20110103T22,2011,35953.5,30682.9
2011-01-03T23:00:00,0.017,0.436,6,20110103T23,2011,35742.4,30502.7
2011-01-04T00:00:00,0.017,0.34,6,20110104T00,2011,36619.1,31250.9
2011-01-04T01:00:00,0.022,0,6,20110104T01,2011,40997.7,34987.6
2011-01-04T02:00:00,0.026,0,6,20110104T02,2011,41691.2,35579.5
2011-01-04T03:00:00,0.029,0,6,20110104T03,2011,41069.1,35048.6
2011-01-04T04:00:00,0.033,0,6,20110104T04,2011,39881.6,34035.1
2011-01-04T05:00:00,0.033,0,6,20110104T05,2011,37558,32052.2
2011-01-04T06:00:00,0.03,0,6,20110104T06,2011,34645.2,29566.4
2011-01-04T07:00:00,0.027,0,6,20110104T07,2011,31789,27128.9
2011-01-04T08:00:00,0.026,0,6,20110104T08,2011,29651.9,25305.1
2011-01-04T09:00:00,0.026,0,6,20110104T09,2011,28442.4,24272.9
2011-01-04T10:00:00,0.038,0,6,20110104T10,2011,27821.5,23743
2011-01-04T11:00:00,0.041,0,6,20110104T11,2011,27805.6,23729.4
2011-01-04T12:00:00,0.041,0,6,20110104T12,2011,28685.4,24480.2
2011-01-04T13:00:00,0.04,0,6,20110104T13,2011,30909.2,26378.1
2011-01-04T14:00:00,0.041,0,6,20110104T14,2011,34323.8,29292.1
2011-01-04T15:00:00,0.041,0,6,20110104T15,2011,36719,31336.2
2011-01-04T16:00:00,0.037,0.065,6,20110104T16,2011,37371.6,31893.1
2011-01-04T17:00:00,0.027,0.282,6,20110104T17,2011,37534.4,32032
2011-01-04T18:00:00,0.022,0.484,6,20110104T18,2011,37506.7,32008.4
2011-01-04T19:00:00,0.02,0.617,6,20110104T19,2011,37118,31676.7
2011-01-04T20:00:00,0.02,0.689,6,20110104T20,2011,36682.3,31304.8
2011-01-04T21:00:00,0.021,0.701,6,20110104T21,2011,36164.9,30863.3
2011-01-04T22:00:00,0.022,0.661,6,20110104T22,2011,35668.3,30439.5
2011-01-04T23:00:00,0.02,0.56,6,20110104T23,2011,35410,30219.1
2011-01-05T00:00:00,0.02,0.439,6,20110105T00,2011,36123.4,30827.8
2011-01-05T01:00:00,0.027,0,6,20110105T01,2011,40501.8,34564.4
2011-01-05T02:00:00,0.034,0,6,20110105T02,2011,41534.4,35445.6
2011-01-05T03:00:00,0.035,0,6,20110105T03,2011,41013.9,35001.5
2011-01-05T04:00:00,0.034,0,6,20110105T04,2011,39987.3,34125.3
2011-01-05T05:00:00,0.034,0,6,20110105T05,2011,37777.1,32239.1
2011-01-05T06:00:00,0.037,0,6,20110105T06,2011,34839.3,29732
2011-01-05T07:00:00,0.038,0,6,20110105T07,2011,32069.2,27368
2011-01-05T08:00:00,0.039,0,6,20110105T08,2011,30035.9,25632.8
2011-01-05T09:00:00,0.037,0,6,20110105T09,2011,28850.1,24620.8
2011-01-05T10:00:00,0.044,0,6,20110105T10,2011,28300.9,24152.1
2011-01-05T11:00:00,0.044,0,6,20110105T11,2011,28252.8,24111
2011-01-05T12:00:00,0.042,0,6,20110105T12,2011,29115,24846.9
2011-01-05T13:00:00,0.043,0,6,20110105T13,2011,31322.6,26730.8
2011-01-05T14:00:00,0.041,0,6,20110105T14,2011,34865.3,29754.2
2011-01-05T15:00:00,0.041,0,6,20110105T15,2011,37077.6,31642.2
2011-01-05T16:00:00,0.042,0.064,6,20110105T16,2011,37724.8,32194.5
2011-01-05T17:00:00,0.036,0.265,6,20110105T17,2011,37918.2,32359.5
2011-01-05T18:00:00,0.029,0.45,6,20110105T18,2011,37943.3,32381
2011-01-05T19:00:00,0.027,0.585,6,20110105T19,2011,37537.1,32034.3
2011-01-05T20:00:00,0.027,0.67,6,20110105T20,2011,37018.2,31591.5
2011-01-05T21:00:00,0.032,0.682,6,20110105T21,2011,36574.5,31212.8
2011-01-05T22:00:00,0.036,0.638,6,20110105T22,2011,36009.5,30730.7
2011-01-05T23:00:00,0.049,0.547,6,20110105T23,2011,35786.4,30540.3
2011-01-06T00:00:00,0.06,0.412,6,20110106T00,2011,36557.9,31198.7
2011-01-06T01:00:00,0.069,0,6,20110106T01,2011,40701.1,34734.4
2011-01-06T02:00:00,0.077,0,6,20110106T02,2011,41587.8,35491.2
2011-01-06T03:00:00,0.083,0,6,20110106T03,2011,40990.8,34981.7
2011-01-06T04:00:00,0.081,0,6,20110106T04,2011,39881.6,34035.2
2011-01-06T05:00:00,0.071,0,6,20110106T05,2011,37650.3,32130.9
2011-01-06T06:00:00,0.067,0,6,20110106T06,2011,34617.3,29542.5
2011-01-06T07:00:00,0.065,0,6,20110106T07,2011,31614.4,26979.8
2011-01-06T08:00:00,0.064,0,6,20110106T08,2011,29872,25492.9
2011-01-06T09:00:00,0.063,0,6,20110106T09,2011,28762.9,24546.4
2011-01-06T10:00:00,0.08,0,6,20110106T10,2011,28197.1,24063.5
2011-01-06T11:00:00,0.074,0,6,20110106T11,2011,28150.1,24023.4
2011-01-06T12:00:00,0.077,0,6,20110106T12,2011,28932.2,24690.9
2011-01-06T13:00:00,0.081,0,6,20110106T13,2011,31018.3,26471.2
2011-01-06T14:00:00,0.083,0,6,20110106T14,2011,34536.6,29473.6
2011-01-06T15:00:00,0.082,0,6,20110106T15,2011,36733.4,31348.5
2011-01-06T16:00:00,0.074,0.051,6,20110106T16,2011,37349.9,31874.6
2011-01-06T17:00:00,0.061,0.264,6,20110106T17,2011,37626.6,32110.7
2011-01-06T18:00:00,0.046,0.452,6,20110106T18,2011,37738,32205.8
2011-01-06T19:00:00,0.038,0.578,6,20110106T19,2011,37566.3,32059.3
2011-01-06T20:00:00,0.036,0.661,6,20110106T20,2011,37144.4,31699.2
2011-01-06T21:00:00,0.039,0.669,6,20110106T21,2011,36775.1,31384
2011-01-06T22:00:00,0.042,0.616,6,20110106T22,2011,36213.4,30904.6
2011-01-06T23:00:00,0.045,0.512,6,20110106T23,2011,36009.9,30731
2011-01-07T00:00:00,0.05,0.368,6,20110107T00,2011,36959.3,31541.2
2011-01-07T01:00:00,0.06,0,6,20110107T01,2011,40766,34789.9
2011-01-07T02:00:00,0.068,0,6,20110107T02,2011,41201.8,35161.8
2011-01-07T03:00:00,0.066,0,6,20110107T03,2011,40664.8,34703.5
2011-01-07T04:00:00,0.067,0,6,20110107T04,2011,39431.3,33650.8
2011-01-07T05:00:00,0.067,0,6,20110107T05,2011,37165.3,31717.1
2011-01-07T06:00:00,0.064,0,6,20110107T06,2011,33999.6,29015.4
2011-01-07T07:00:00,0.062,0,6,20110107T07,2011,31450,26839.6
2011-01-07T08:00:00,0.063,0,6,20110107T08,2011,29703.5,25349.1
2011-01-07T09:00:00,0.063,0,6,20110107T09,2011,28583.5,24393.3
2011-01-07T10:00:00,0.074,0,6,20110107T10,2011,28198.4,24064.6
2011-01-07T11:00:00,0.058,0,6,20110107T11,2011,28021.6,23913.7
2011-01-07T12:00:00,0.054,0,6,20110107T12,2011,28674.7,24471.1
2011-01-07T13:00:00,0.054,0,6,20110107T13,2011,30624.1,26134.7
2011-01-07T14:00:00,0.056,0,6,20110107T14,2011,34270.3,29246.4
2011-01-07T15:00:00,0.063,0,6,20110107T15,2011,36633.5,31263.2
2011-01-07T16:00:00,0.062,0.043,6,20110107T16,2011,37302.7,31834.3
2011-01-07T17:00:00,0.056,0.221,6,20110107T17,2011,37800.5,32259.1
2011-01-07T18:00:00,0.051,0.408,6,20110107T18,2011,38152.8,32559.7
2011-01-07T19:00:00,0.056,0.56,6,20110107T19,2011,37898.2,32342.5
2011-01-07T20:00:00,0.07,0.636,6,20110107T20,2011,37167.4,31718.8
2011-01-07T21:00:00,0.09,0.641,6,20110107T21,2011,36734.3,31349.2
2011-01-07T22:00:00,0.113,0.587,6,20110107T22,2011,36176.3,30873
2011-01-07T23:00:00,0.119,0.511,6,20110107T23,2011,35927.4,30660.6
2011-01-08T00:00:00,0.132,0.391,6,20110108T00,2011,36664.1,31289.3
2011-01-08T01:00:00,0.147,0,6,20110108T01,2011,40276.1,34371.8
2011-01-08T02:00:00,0.163,0,6,20110108T02,2011,40727.2,34756.8
2011-01-08T03:00:00,0.163,0,6,20110108T03,2011,39870,34025.2
2011-01-08T04:00:00,0.159,0,6,20110108T04,2011,38773.8,33089.7
2011-01-08T05:00:00,0.151,0,6,20110108T05,2011,36976.1,31555.5
2011-01-08T06:00:00,0.147,0,6,20110108T06,2011,34541.4,29477.7
2011-01-08T07:00:00,0.15,0,6,20110108T07,2011,31888.8,27214.1
2011-01-08T08:00:00,0.156,0,6,20110108T08,2011,30134.6,25717
2011-01-08T09:00:00,0.169,0,6,20110108T09,2011,28905.3,24667.9
2011-01-08T10:00:00,0.152,0,6,20110108T10,2011,28042.8,23931.9
2011-01-08T11:00:00,0.145,0,6,20110108T11,2011,27689.2,23630.1
2011-01-08T12:00:00,0.144,0,6,20110108T12,2011,27845.6,23763.6
2011-01-08T13:00:00,0.141,0,6,20110108T13,2011,28717,24507.2
2011-01-08T14:00:00,0.145,0,6,20110108T14,2011,30197.6,25770.7
2011-01-08T15:00:00,0.145,0,6,20110108T15,2011,31244.3,26664
2011-01-08T16:00:00,0.13,0.055,6,20110108T16,2011,32696.7,27903.5
2011-01-08T17:00:00,0.106,0.217,6,20110108T17,2011,34128.8,29125.7
2011-01-08T18:00:00,0.098,0.359,6,20110108T18,2011,34812.4,29709
2011-01-08T19:00:00,0.116,0.478,6,20110108T19,2011,34777.7,29679.4
2011-01-08T20:00:00,0.146,0.554,6,20110108T20,2011,34294.3,29266.9
2011-01-08T21:00:00,0.177,0.598,6,20110108T21,2011,33830.2,28870.9
2011-01-08T22:00:00,0.183,0.56,6,20110108T22,2011,33516.8,28603.4
2011-01-08T23:00:00,0.212,0.473,6,20110108T23,2011,33545.2,28627.6
2011-01-09T00:00:00,0.247,0.36,6,20110109T00,2011,34576.9,29508.1
2011-01-09T01:00:00,0.282,0,6,20110109T01,2011,38076.6,32494.7
2011-01-09T02:00:00,0.285,0,6,20110109T02,2011,38562.9,32909.8
2011-01-09T03:00:00,0.272,0,6,20110109T03,2011,37792.6,32252.3
2011-01-09T04:00:00,0.256,0,6,20110109T04,2011,36816.1,31419
2011-01-09T05:00:00,0.246,0,6,20110109T05,2011,35136.8,29985.9
2011-01-09T06:00:00,0.237,0,6,20110109T06,2011,32915.1,28089.8
2011-01-09T07:00:00,0.233,0,6,20110109T07,2011,30727.2,26222.8
2011-01-09T08:00:00,0.228,0,6,20110109T08,2011,28931.1,24689.9
2011-01-09T09:00:00,0.229,0,6,20110109T09,2011,27627.6,23577.5
2011-01-09T10:00:00,0.196,0,6,20110109T10,2011,26894.6,22952
2011-01-09T11:00:00,0.17,0,6,20110109T11,2011,26545.1,22653.7
2011-01-09T12:00:00,0.161,0,6,20110109T12,2011,26618.8,22716.6
2011-01-09T13:00:00,0.159,0,6,20110109T13,2011,27274.9,23276.5
2011-01-09T14:00:00,0.166,0,6,20110109T14,2011,28278.2,24132.7
2011-01-09T15:00:00,0.17,0,6,20110109T15,2011,29202.5,24921.5
2011-01-09T16:00:00,0.164,0.054,6,20110109T16,2011,30523.6,26048.9
2011-01-09T17:00:00,0.156,0.253,6,20110109T17,2011,31795.8,27134.7
2011-01-09T18:00:00,0.156,0.438,6,20110109T18,2011,32497,27733.1
2011-01-09T19:00:00,0.173,0.547,6,20110109T19,2011,32635.8,27851.6
2011-01-09T20:00:00,0.196,0.636,6,20110109T20,2011,32290.1,27556.5
2011-01-09T21:00:00,0.22,0.636,6,20110109T21,2011,31908.2,27230.6
2011-01-09T22:00:00,0.184,0.606,6,20110109T22,2011,31545.1,26920.8
2011-01-09T23:00:00,0.209,0.497,6,20110109T23,2011,31660.3,27019
2011-01-10T00:00:00,0.232,0.383,6,20110110T00,2011,32995.8,28158.8
2011-01-10T01:00:00,0.249,0.003,6,20110110T01,2011,37513.4,32014.1
2011-01-10T02:00:00,0.251,0,6,20110110T02,2011,38920,33214.5
2011-01-10T03:00:00,0.248,0,6,20110110T03,2011,38584.6,32928.2
2011-01-10T04:00:00,0.235,0,6,20110110T04,2011,37673.8,32150.9
2011-01-10T05:00:00,0.212,0,6,20110110T05,2011,35725.5,30488.3
2011-01-10T06:00:00,0.187,0,6,20110110T06,2011,32931.2,28103.6
2011-01-10T07:00:00,0.165,0,6,20110110T07,2011,30371.7,25919.3
2011-01-10T08:00:00,0.136,0,6,20110110T08,2011,28773,24555
2011-01-10T09:00:00,0.123,0,6,20110110T09,2011,28188.7,24056.3
2011-01-10T10:00:00,0.108,0,6,20110110T10,2011,27460,23434.5
2011-01-10T11:00:00,0.104,0,6,20110110T11,2011,27547.4,23509.1
2011-01-10T12:00:00,0.103,0,6,20110110T12,2011,28422.3,24255.7
2011-01-10T13:00:00,0.102,0,6,20110110T13,2011,30946.5,26409.9
2011-01-10T14:00:00,0.11,0,6,20110110T14,2011,35095.6,29950.7
2011-01-10T15:00:00,0.112,0,6,20110110T15,2011,37534.9,32032.4
2011-01-10T16:00:00,0.11,0.058,6,20110110T16,2011,38097,32512.2
2011-01-10T17:00:00,0.093,0.274,6,20110110T17,2011,38339.9,32719.5
2011-01-10T18:00:00,0.09,0.475,6,20110110T18,2011,38175.4,32579.1
2011-01-10T19:00:00,0.095,0.616,6,20110110T19,2011,37548.4,32043.9
2011-01-10T20:00:00,0.104,0.692,6,20110110T20,2011,36953.2,31536
2011-01-10T21:00:00,0.107,0.704,6,20110110T21,2011,36515.8,31162.7
2011-01-10T22:00:00,0.081,0.66,6,20110110T22,2011,36047.3,30762.9
2011-01-10T23:00:00,0.093,0.573,6,20110110T23,2011,35923.9,30657.6
2011-01-11T00:00:00,0.087,0.434,6,20110111T00,2011,36906.8,31496.4
2011-01-11T01:00:00,0.089,0.005,6,20110111T01,2011,41135.7,35105.4
2011-01-11T02:00:00,0.093,0,6,20110111T02,2011,42186.5,36002.1
2011-01-11T03:00:00,0.089,0,6,20110111T03,2011,41598.5,35500.4
2011-01-11T04:00:00,0.086,0,6,20110111T04,2011,40255.9,34354.6
2011-01-11T05:00:00,0.079,0,6,20110111T05,2011,37938.8,32377.1
2011-01-11T06:00:00,0.075,0,6,20110111T06,2011,34507.3,29448.7
2011-01-11T07:00:00,0.071,0,6,20110111T07,2011,31579.3,26949.9
2011-01-11T08:00:00,0.066,0,6,20110111T08,2011,29533.8,25204.2
2011-01-11T09:00:00,0.065,0,6,20110111T09,2011,28302.6,24153.6
2011-01-11T10:00:00,0.08,0,6,20110111T10,2011,27696,23635.9
2011-01-11T11:00:00,0.097,0,6,20110111T11,2011,27610,23562.5
2011-01-11T12:00:00,0.1,0,6,20110111T12,2011,28406.6,24242.4
2011-01-11T13:00:00,0.094,0,6,20110111T13,2011,30782.7,26270.1
2011-01-11T14:00:00,0.108,0,6,20110111T14,2011,34718.7,29629.1
2011-01-11T15:00:00,0.123,0,6,20110111T15,2011,37166.9,31718.4
2011-01-11T16:00:00,0.143,0.021,6,20110111T16,2011,37444.8,31955.5
2011-01-11T17:00:00,0.169,0.115,6,20110111T17,2011,37695,32169
2011-01-11T18:00:00,0.16,0.236,6,20110111T18,2011,37930.2,32369.8
2011-01-11T19:00:00,0.149,0.283,6,20110111T19,2011,37866.1,32315.1
2011-01-11T20:00:00,0.141,0.336,6,20110111T20,2011,37512.8,32013.6
2011-01-11T21:00:00,0.149,0.338,6,20110111T21,2011,37205.3,31751.2
2011-01-11T22:00:00,0.161,0.286,6,20110111T22,2011,36862,31458.2
2011-01-11T23:00:00,0.179,0.202,6,20110111T23,2011,36593.8,31229.3
2011-01-12T00:00:00,0.187,0.11,6,20110112T00,2011,37474.8,31981.2
2011-01-12T01:00:00,0.201,0.001,6,20110112T01,2011,40959.9,34955.4
2011-01-12T02:00:00,0.212,0,6,20110112T02,2011,41512.3,35426.7
2011-01-12T03:00:00,0.209,0,6,20110112T03,2011,40731.4,34760.3
2011-01-12T04:00:00,0.208,0,6,20110112T04,2011,39365.1,33594.3
2011-01-12T05:00:00,0.196,0,6,20110112T05,2011,36870.5,31465.4
2011-01-12T06:00:00,0.198,0,6,20110112T06,2011,33589.6,28665.5
2011-01-12T07:00:00,0.206,0,6,20110112T07,2011,30569.7,26088.3
2011-01-12T08:00:00,0.216,0,6,20110112T08,2011,29206.1,24924.6
2011-01-12T09:00:00,0.22,0,6,20110112T09,2011,28312.9,24162.3
2011-01-12T10:00:00,0.2,0,6,20110112T10,2011,27750.2,23682.1
2011-01-12T11:00:00,0.199,0,6,20110112T11,2011,27638.7,23587
2011-01-12T12:00:00,0.197,0,6,20110112T12,2011,28187.7,24055.5
2011-01-12T13:00:00,0.198,0,6,20110112T13,2011,30504.6,26032.8
2011-01-12T14:00:00,0.199,0,6,20110112T14,2011,34519.4,29459
2011-01-12T15:00:00,0.21,0,6,20110112T15,2011,36742.3,31356
2011-01-12T16:00:00,0.208,0.058,6,20110112T16,2011,37076.7,31641.5
2011-01-12T17:00:00,0.193,0.22,6,20110112T17,2011,37175.8,31726
2011-01-12T18:00:00,0.183,0.364,6,20110112T18,2011,37130.6,31687.5
2011-01-12T19:00:00,0.177,0.482,6,20110112T19,2011,36825.2,31426.8
2011-01-12T20:00:00,0.181,0.549,6,20110112T20,2011,36266.2,30949.7
2011-01-12T21:00:00,0.183,0.573,6,20110112T21,2011,36013.1,30733.7
2011-01-12T22:00:00,0.182,0.528,6,20110112T22,2011,35629.9,30406.7
2011-01-12T23:00:00,0.185,0.452,6,20110112T23,2011,35365,30180.7
2011-01-13T00:00:00,0.186,0.33,6,20110113T00,2011,35460.9,30262.5
2011-01-13T01:00:00,0.195,0.02,6,20110113T01,2011,39096.7,33365.3
2011-01-13T02:00:00,0.197,0,6,20110113T02,2011,40030.6,34162.3
2011-01-13T03:00:00,0.199,0,6,20110113T03,2011,39360.5,33590.4
2011-01-13T04:00:00,0.2,0,6,20110113T04,2011,38601.3,32942.5
2011-01-13T05:00:00,0.202,0,6,20110113T05,2011,36389.2,31054.7
2011-01-13T06:00:00,0.208,0,6,20110113T06,2011,33381.9,28488.3
2011-01-13T07:00:00,0.213,0,6,20110113T07,2011,30633.7,26142.9
2011-01-13T08:00:00,0.213,0,6,20110113T08,2011,28707.6,24499.2
2011-01-13T09:00:00,0.213,0,6,20110113T09,2011,27906.3,23815.4
2011-01-13T10:00:00,0.219,0,6,20110113T10,2011,27347.3,23338.3
2011-01-13T11:00:00,0.232,0,6,20110113T11,2011,27054.2,23088.2
2011-01-13T12:00:00,0.234,0,6,20110113T12,2011,27753.5,23685
2011-01-13T13:00:00,0.233,0,6,20110113T13,2011,30038.9,25635.3
2011-01-13T14:00:00,0.229,0,6,20110113T14,2011,34077.2,29081.7
2011-01-13T15:00:00,0.224,0,6,20110113T15,2011,36379.6,31046.5
2011-01-13T16:00:00,0.22,0.06,6,20110113T16,2011,36781.7,31389.7
2011-01-13T17:00:00,0.195,0.218,6,20110113T17,2011,37199.7,31746.4
2011-01-13T18:00:00,0.168,0.342,6,20110113T18,2011,37409.7,31925.6
2011-01-13T19:00:00,0.144,0.434,6,20110113T19,2011,37424.5,31938.3
2011-01-13T20:00:00,0.139,0.459,6,20110113T20,2011,37161.6,31713.9
2011-01-13T21:00:00,0.141,0.459,6,20110113T21,2011,36966.2,31547.1
2011-01-13T22:00:00,0.131,0.41,6,20110113T22,2011,36667.3,31292
2011-01-13T23:00:00,0.127,0.343,6,20110113T23,2011,36300.6,30979.1
2011-01-14T00:00:00,0.126,0.246,6,20110114T00,2011,36449.8,31106.4
2011-01-14T01:00:00,0.128,0.02,6,20110114T01,2011,39728.6,33904.6
2011-01-14T02:00:00,0.128,0,6,20110114T02,2011,40363.7,34446.5
2011-01-14T03:00:00,0.127,0,6,20110114T03,2011,39466.2,33680.6
2011-01-14T04:00:00,0.125,0,6,20110114T04,2011,38089.8,32506
2011-01-14T05:00:00,0.125,0,6,20110114T05,2011,35735,30496.4
2011-01-14T06:00:00,0.125,0,6,20110114T06,2011,32827.2,28014.9
2011-01-14T07:00:00,0.128,0,6,20110114T07,2011,30098.9,25686.5
2011-01-14T08:00:00,0.139,0,6,20110114T08,2011,28254.9,24112.8
2011-01-14T09:00:00,0.15,0,6,20110114T09,2011,27136.4,23158.3
2011-01-14T10:00:00,0.161,0,6,20110114T10,2011,26855.9,22919
2011-01-14T11:00:00,0.17,0,6,20110114T11,2011,26373.5,22507.3
2011-01-14T12:00:00,0.166,0,6,20110114T12,2011,26999.4,23041.4
2011-01-14T13:00:00,0.168,0,6,20110114T13,2011,29160.7,24885.9
2011-01-14T14:00:00,0.174,0,6,20110114T14,2011,32934.2,28106.2
2011-01-14T15:00:00,0.184,0,6,20110114T15,2011,34914.5,29796.2
2011-01-14T16:00:00,0.183,0.058,6,20110114T16,2011,35556.1,30343.7
2011-01-14T17:00:00,0.166,0.222,6,20110114T17,2011,36163.7,30862.2
2011-01-14T18:00:00,0.168,0.394,6,20110114T18,2011,36513.8,31161
2011-01-14T19:00:00,0.185,0.529,6,20110114T19,2011,36548.7,31190.8
2011-01-14T20:00:00,0.2,0.606,6,20110114T20,2011,36210.4,30902.1
2011-01-14T21:00:00,0.217,0.626,6,20110114T21,2011,35815.3,30564.9
2011-01-14T22:00:00,0.163,0.583,6,20110114T22,2011,35430.4,30236.5
2011-01-14T23:00:00,0.182,0.501,6,20110114T23,2011,35063.2,29923.1
2011-01-15T00:00:00,0.206,0.374,6,20110115T00,2011,35257.7,30089.1
2011-01-15T01:00:00,0.229,0.067,6,20110115T01,2011,38143.2,32551.6
2011-01-15T02:00:00,0.232,0,6,20110115T02,2011,38634,32970.4
2011-01-15T03:00:00,0.219,0,6,20110115T03,2011,37516.2,32016.4
2011-01-15T04:00:00,0.217,0,6,20110115T04,2011,36314.5,30991
2011-01-15T05:00:00,0.222,0,6,20110115T05,2011,34591.1,29520.2
2011-01-15T06:00:00,0.221,0,6,20110115T06,2011,32285.5,27552.6
2011-01-15T07:00:00,0.213,0,6,20110115T07,2011,29823,25451.1
2011-01-15T08:00:00,0.201,0,6,20110115T08,2011,27786,23712.7
