INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,SLRS_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_ZONE_NAME,SCHEDULE,XML_DATA_ITEM,POS,MW,GROUP
2011-01-01T10:00:00-00:00,2011-01-01T11:00:00-00:00,ALL,2011-01-01,3,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,"20249,36",1
2011-01-02T01:00:00-00:00,2011-01-02T02:00:00-00:00,ALL,2011-01-01,18,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,"27417,76",1
2011-01-02T04:00:00-00:00,2011-01-02T05:00:00-00:00,ALL,2011-01-01,21,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,"26820,83",1
2011-01-01T08:00:00-00:00,2011-01-01T09:00:00-00:00,ALL,2011-01-01,1,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,"22001,08",1
2011-01-01T13:00:00-00:00,2011-01-01T14:00:00-00:00,ALL,2011-01-01,6,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,"20568,92",1
2011-01-01T16:00:00-00:00,2011-01-01T17:00:00-00:00,ALL,2011-01-01,9,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,"22624,96",1
2011-01-02T06:00:00-00:00,2011-01-02T07:00:00-00:00,ALL,2011-01-01,23,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,"24043,37",1
2011-01-01T20:00:00-00:00,2011-01-01T21:00:00-00:00,ALL,2011-01-01,13,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,"23154,08",1
2011-01-02T05:00:00-00:00,2011-01-02T06:00:00-00:00,ALL,2011-01-01,22,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,"25554,39",1
2011-01-01T18:00:00-00:00,2011-01-01T19:00:00-00:00,ALL,2011-01-01,11,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,"23546,27",1
