INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,SLRS_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_ZONE_NAME,SCHEDULE,XML_DATA_ITEM,POS,MW,GROUP
2011-03-01T14:00:00-00:00,2011-03-01T15:00:00-00:00,ALL,2011-03-01,7,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,"25734,19",1
2011-03-02T03:00:00-00:00,2011-03-02T04:00:00-00:00,ALL,2011-03-01,20,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,"29084,23",1
2011-03-01T18:00:00-00:00,2011-03-01T19:00:00-00:00,ALL,2011-03-01,11,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,"27078,74",1
2011-03-01T20:00:00-00:00,2011-03-01T21:00:00-00:00,ALL,2011-03-01,13,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,"26553,87",1
2011-03-01T13:00:00-00:00,2011-03-01T14:00:00-00:00,ALL,2011-03-01,6,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,"23129,47",1
2011-03-01T19:00:00-00:00,2011-03-01T20:00:00-00:00,ALL,2011-03-01,12,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,"26766,03",1
2011-03-01T22:00:00-00:00,2011-03-01T23:00:00-00:00,ALL,2011-03-01,15,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,"25967,14",1
2011-03-01T23:00:00-00:00,2011-03-02T00:00:00-00:00,ALL,2011-03-01,16,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,"25785,1",1
2011-03-02T00:00:00-00:00,2011-03-02T01:00:00-00:00,ALL,2011-03-01,17,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,"25993,85",1
2011-03-02T05:00:00-00:00,2011-03-02T06:00:00-00:00,ALL,2011-03-01,22,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,"26395,73",1
2011-03-01T12:00:00-00:00,2011-03-01T13:00:00-00:00,ALL,2011-03-01,5,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,"21009,87",1
2011-03-02T01:00:00-00:00,2011-03-02T02:00:00-00:00,ALL,2011-03-01,18,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,"27517,52",1
2011-03-01T10:00:00-00:00,2011-03-01T11:00:00-00:00,ALL,2011-03-01,3,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,"20336,93",1
2011-03-01T08:00:00-00:00,2011-03-01T09:00:00-00:00,ALL,2011-03-01,1,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,"21363,02",1
2011-03-02T07:00:00-00:00,2011-03-02T08:00:00-00:00,ALL,2011-03-01,24,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,"22390,51",1
2011-03-01T11:00:00-00:00,2011-03-01T12:00:00-00:00,ALL,2011-03-01,4,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,"20414,53",1
2011-03-01T21:00:00-00:00,2011-03-01T22:00:00-00:00,ALL,2011-03-01,14,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,"26370,08",1
2011-03-02T02:00:00-00:00,2011-03-02T03:00:00-00:00,ALL,2011-03-01,19,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,"29455,26",1
2011-03-01T09:00:00-00:00,2011-03-01T10:00:00-00:00,ALL,2011-03-01,2,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,"20709,51",1
2011-03-01T15:00:00-00:00,2011-03-01T16:00:00-00:00,ALL,2011-03-01,8,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,"26678,46",1
2011-03-02T06:00:00-00:00,2011-03-02T07:00:00-00:00,ALL,2011-03-01,23,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,"24236,68",1
2011-03-01T16:00:00-00:00,2011-03-01T17:00:00-00:00,ALL,2011-03-01,9,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,"26843,66",1
2011-03-02T04:00:00-00:00,2011-03-02T05:00:00-00:00,ALL,2011-03-01,21,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,"28088,69",1
2011-03-01T17:00:00-00:00,2011-03-01T18:00:00-00:00,ALL,2011-03-01,10,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,"26912,84",1
2011-03-01T20:00:00-00:00,2011-03-01T21:00:00-00:00,LOAD,2011-03-01,13,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,"12156,7",2
2011-03-01T23:00:00-00:00,2011-03-02T00:00:00-00:00,LOAD,2011-03-01,16,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,"11710,16",2
2011-03-02T06:00:00-00:00,2011-03-02T07:00:00-00:00,LOAD,2011-03-01,23,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,"11126,61",2
2011-03-01T08:00:00-00:00,2011-03-01T09:00:00-00:00,LOAD,2011-03-01,1,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,9839,2
2011-03-01T10:00:00-00:00,2011-03-01T11:00:00-00:00,LOAD,2011-03-01,3,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,"9297,21",2
2011-03-01T13:00:00-00:00,2011-03-01T14:00:00-00:00,LOAD,2011-03-01,6,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,"10349,25",2
2011-03-01T17:00:00-00:00,2011-03-01T18:00:00-00:00,LOAD,2011-03-01,10,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,"12303,6",2
2011-03-01T18:00:00-00:00,2011-03-01T19:00:00-00:00,LOAD,2011-03-01,11,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,"12390,79",2
2011-03-02T00:00:00-00:00,2011-03-02T01:00:00-00:00,LOAD,2011-03-01,17,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,"11634,86",2
2011-03-01T22:00:00-00:00,2011-03-01T23:00:00-00:00,LOAD,2011-03-01,15,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,"11839,79",2
2011-03-02T01:00:00-00:00,2011-03-02T02:00:00-00:00,LOAD,2011-03-01,18,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,"12013,89",2
2011-03-01T09:00:00-00:00,2011-03-01T10:00:00-00:00,LOAD,2011-03-01,2,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,"9464,76",2
2011-03-02T04:00:00-00:00,2011-03-02T05:00:00-00:00,LOAD,2011-03-01,21,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,"12738,92",2
2011-03-01T15:00:00-00:00,2011-03-01T16:00:00-00:00,LOAD,2011-03-01,8,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,"11907,7",2
